label,abstract
cancer,"Colorectal cancer (CRC) is the third most common cancer globally, and the prognosis of this cancer is still not promising. As a result, a deeper investigation of CRC diagnosis biomarkers and a better knowledge of cancer carcinogenesis is still required. Otherwise, RNAs have the ability to modulate gene expression, which makes them potentially useful as novel markers. tRNA fragments (tRFs) are one of the novel emerging classes of non-coding RNA (ncRNA) produced from tRNAs under the influence of sex hormones and other stress situations. tRFs are crucial regulators of gene silencing, RNA processing, and protein translation. A growing number of studies have shown that tRFs are important in human cancers and can be used as diagnostic markers and potential therapeutic targets. Proliferation, cell cycle, and migration of tumor cells are all regulated by tRFs. Differentially expressed tRFs have been found in the epithelial-mesenchymal transition (EMT), proliferation, or metastasis process of CRC and are highly expressed in CRC tissues. They may be potential biomarkers and targets for interventions in the clinical treatment of CRC, and have a significant function in the metastasis of CRC. So, we aim to review the role of tRFs in the progression of CRC in order to know more about the functions of tRFs. Although much has been discovered about tRFs, what we currently know is probably only the beginning. So, more research is needed to determine the precise pathways in which tRFs are involved in CRC."
cancer,"BACKGROUND: Routine endoscopic re-evaluation of gastric ulcers (GUs) is widely recommended to exclude malignancy. However, in modern practice, particularly in low-to-intermediate gastric cancer prevalence settings, the diagnostic yield, cost-effectiveness, and necessity of universal surveillance are increasingly debated. OBJECTIVE: To evaluate compliance with British and Irish guidelines recommending repeat gastroscopy for GUs, identify predictors of malignancy, and assess the diagnostic yield and healthcare cost of ulcer re-evaluation in a large tertiary centre. METHODS: We retrospectively analysed 2132 index GUs from 56,874 gastroscopies performed between May 2006 and August 2024. Demographic, endoscopic, and histological data were collected. Malignancy outcomes were determined by cross-referencing with histology databases. Binary logistic regression identified predictors of malignancy. Surveillance rates, ulcer healing, and inflation-adjusted costs were assessed. RESULTS: Eighty-six ulcers (4%) were diagnosed as gastric malignancies. Of these, 96% were identified at index histology; three were diagnosed at short-interval re-evaluation following inadequate or false-negative biopsies. No malignancies were detected during routine surveillance of benign-appearing ulcers with adequate histology. Macroscopic concern was the strongest predictor of malignancy (odds ratio 66.9, p < 0.01), alongside older age, male sex, and non-antral ulcer location. Surveillance was performed in 59% of benign ulcers at a mean interval of 12.5 weeks. None of the 837 patients with benign ulcers who did not undergo re-evaluation developed gastric cancer during 19 years of follow-up. Re-evaluation procedures represented 2.5% of total endoscopy workload, at a cumulative cost of euro1,028,016. CONCLUSION: Routine re-evaluation of GUs that appear benign and have adequate negative histology provided minimal diagnostic benefit while generating significant healthcare costs. A selective approach, focusing on ulcers with suspicious endoscopic features, inadequate biopsies, or unresolved symptoms, would better allocate resources and avoid unnecessary procedures."
cancer,"BACKGROUND: Pressure injuries are a significant concern in oncologic surgical patients due to factors such as hypoproteinemia and complex surgeries. These injuries impact the quality of care and patient safety. Despite the importance of prevention, nurses often rely on empirical methods, leading to procedural errors. Checklist management, a structured approach to quality control, has shown promise in improving outcomes in various medical contexts. This study aims to explore the clinical application and effectiveness of checklist management in preventing pressure injuries among oncologic surgical patients. OBJECTIVE: To investigate the impact of implementing checklist management on the execution of pressure injury prevention programs among operating room nurses, aiming to establish a standardized operational procedure through the use of a task checklist. METHODS: A convenience sampling method was used to select patients undergoing elective surgery under general anesthesia at a tertiary-level cancer hospital in Tianjin between August and December 2022. Patients from August to September 2022 (4658 cases) were assigned to the control group, which implemented conventional pressure injury prevention management. Patients from November to December 2022 (4508 cases) were assigned to the observation group, which implemented checklist-based pressure injury prevention management. Compare the compliance rate of nursing staff in risk assessment, the pass rate of patient positioning, the proper use rate of pressure-relieving dressings, comprehensive knowledge of prevention management, the incidence of pressure injuries, and feedback on the implementation of the Evidence-Based Nursing Practice Plan for Pressure Injury Prevention in Surgical Patients between the two groups. RESULTS: After implementing checklist-based management, compared to the control group, the observation group showed significant improvements: risk assessment compliance rate increased from 83.02% to 95.23%;Patient positioning pass rate increased from 81.25% to 95.25%; proper use rate of pressure-relieving dressings increased from 72.75% to 96.50%; average score for comprehensive knowledge of prevention management increased from 77.69 +/- 4.67 to 92.89 +/- 1.54; incidence of pressure injuries decreased from 0.322% to 0.067%, with the incidence of Stage 2 or higher pressure injuries decreasing from 0.086% to 0.000%. Additionally, the observation group scored significantly higher than the control group in terms of implementation convenience, operational proficiency, and team collaboration efficiency, and it had a long-term positive impact. All indicators showed statistical significance (P < 0.05). CONCLUSION: Checklist management facilitates the routine implementation of pressure injury prevention management programs for oncologic surgical patients, effectively enhances nurses' preventive practice abilities, thereby reducing the incidence of pressure injuries. It promotes refined and homogeneous development in operating room nursing quality control."
cancer,"This study examined the seasonal variation of trace elements (B, Ba, Cr, Pb, Sb, Se, Zn) in soil and Kikuyu grass (Pennisetum clandestinum) around the Darvill Wastewater Treatment Works in Pietermaritzburg, South Africa. Twenty sites were sampled during wet and dry seasons and compared with control areas, Pietermaritzburg (PMB), Dumabezwe, and Mqulela sports fields. The samples were analysed using inductively coupled plasma optical emission spectrometry (ICP-OES) for trace element concentrations. The results showed that trace element concentrations were significantly elevated near the Darvill Wastewater Treatment Works, especially during the dry season. Cr and Se had the highest soil levels, 1978 mg/kg and 1169 mg/kg, respectively. Only Cr showed substantial concentration in the Kikuyu grass tissue (957 mg/kg). The study evaluated the Kikuyu grass for soil remediation and trace element recovery; Cr (1.3) and Se (1.1) showed minimal bioaccumulation ability. Cr and Pb posed health risks via ingestion (hazard quotient > 1), particularly for children. Cr also showed the highest cancer risk, with total cancer risk values exceeding 1 x 10(-)(4), and Zn posed minimal health risks. Geo accumulation index (I(geo)) values showed high pollution from Cr (I(geo) > 5), and moderate from Pb and Zn. Enrichment factor (EF) values for Cr and Zn (EF > 1.5) indicated anthropogenic sources; Pb (EF < 1.5) suggested a natural origin. Correlation and Pearson correlation analysis linked trace elements to sewage sludge application. The sports fields showed low trace element concentrations, suggesting minimal risk of cross-contamination during grass transfer and reduced trace element content in regrown grass."
cancer,"AIM: To establish a chain mediating model examining family caring, illness acceptance, perceived control, and self-perceived burden, based on the middle-range theory of adaptation to chronic illness, and to empirically test this model. METHODS: From June 2023 and March 2024, 254 elderly breast cancer patients were enrolled. Data were collected using a general information questionnaire, the family APGAR questionnaire, the self-perceived burden scale for breast cancer patients, the acceptance of illness scale, and the cancer experience and efficacy scale. IBM SPSS v26.0 and IBM AMOS v26.0 were used for data analysis. RESULTS: Family caring, illness acceptance, and perceived control demonstrated direct and statistically significant associations with self-perceived burden. Family caring indirectly affected self-perceived burden through five identified pathways. Three served as independent partial mediators in the relationship between family caring and self-perceived burden: illness acceptance (beta = -0.172, [-0.110, -0.042]), perceived control (cancer experience) (beta = -0.115, [-0.183, -0.056]), and perceived control (control efficacy) (beta = -0.136, [-0.182, -0.098]). Two others were serial mediation pathways in the relationship: one through illness acceptance and perceived control (cancer experience) (beta = 0.046, [0.016, 0.088]), and another through illness acceptance and perceived control (control efficacy) (beta = 0.029, [0.013, 0.052]). CONCLUSIONS AND IMPLICATIONS FOR CANCER SURVIVORS: The study confirmed that family caring primarily alleviates self-perceived burden by enhancing illness acceptance and reducing negative cancer-related experiences in elderly breast cancer patients. Thus, the assessment of family caring should be integrated into routine nursing practice, and psychoeducational programs designed to promote illness acceptance and reduce negative cancer-related experiences should be implemented."
cancer,"Over the past decades, neoadjuvant systemic treatment (NAT) has been increasingly adopted in early-stage breast cancer (BC), highlighting the need for a more accurate assessment of treatment response. Imaging tools such as [(18)F]2-fluoro-2-deoxy-D-glucose ([(18)F]FDG) positron emission tomography combined with computed tomography (PET/CT) may enhance diagnostic accuracy in this context. By comprehensively reviewing the available literature, [(18)F]FDG PET/CT generally shows good sensibility but lower specificity for predicting and evaluating pathological complete response (pCR), respectively, during NAT and preoperatively, in both the breast and lymph nodes. Thereby its use may support timely escalation of systemic treatment or surgery in patients with poor metabolic response. However, definitive conclusions are limited by small, heterogeneous studies with variable patient selection, timing, and response definitions. Consequently, while international guidelines remain inconsistent, further evidence is needed to define its role in response assessment, establish the optimal use in clinical practice, and clarify its integration into (de)-escalation strategies."
cancer,"OBJECTIVE: To evaluate breast cancers missed by artificial intelligence-based computer-aided diagnosis (AI-CAD) in women newly diagnosed with breast cancer, identify factors associated with these missed cases, and assess the potential diagnostic value of standalone diffusion-weighted imaging (DWI) in detecting cancers overlooked by AI-CAD. MATERIALS AND METHODS: This retrospective study included 414 women (mean age, 55.3 years) with pathologically confirmed breast cancer who underwent preoperative mammography, MRI with DWI, and surgery. Cancers were classified as AI-detected if the lesion had an abnormality score greater than 10 and was correctly localized by AI-CAD; otherwise, they were categorized as AI-missed. Clinicopathologic and imaging features were compared between groups. Two radiologists independently reviewed DWI of AI-missed cancers and assigned malignancy confidence scores using a 6-point Likert-type scale (>/=3 considered positive). Interobserver agreement and diagnostic performance were analyzed. RESULTS: AI-CAD missed 127 of 414 breast cancers (30.7%). Multivariate regression analysis identified dense breasts (adjusted OR = 1.619; p = 0.049) and tumor size </= 2 cm (adjusted OR = 4.698; p < 0.001) as independent predictors of AI-missed cancer. Standalone DWI detected 83.5% and 79.5% of AI-missed cancers for Radiologists 1 and 2, respectively, with substantial agreement (kappa = 0.61). DWI was effective in detecting mammographically occult or >1 cm tumors, but sensitivity declined for subcentimeter lesions. CONCLUSION: Standalone DWI detects the majority of breast cancers missed by AI-CAD, supporting its potential role as a triage adjunct in AI-based screening, particularly for dense breasts and mammographically occult lesions. However, the retrospective, cancer-only design limits generalizability, highlighting the need for prospective multicenter screening trials for validation."
cancer,"Robotic-Assisted Radical Prostatectomy (RARP) is the predominant surgical approach for localized prostate cancer in the United States and over 50% of RARP are performed as ambulatory or same-day discharge encounters. Current literature supports that RARP performed in the outpatient setting are as effective and have no increase in complications compared to those performed inpatient and cost nearly 20% less than those performed inpatient. Between May 2021 and December 2021, two-high volume robotic surgeons at an independent multi-specialty physician group performed RARP in both a freestanding ambulatory surgery center (ASC) and in an affiliated hospital. Data on demographics, clinical and pathological variables, operative metrics, outcomes, and complications were collected. Analysis involved the use of descriptive statistics, t-tests for continuous variables, and Chi-Square analysis and Fisher's tests for categorical variables. 40 ASC cases and 50 hospital cases were identified. There were no significant differences in mean age, BMI, PSA, prostate volume, and final pathological stage between groups. The hospital group had higher grade group classification. There were no significant differences in ASA classification, estimated blood loss, operative time, or complications between groups. The hospital group had higher recovery time and length of stay. There were no readmissions in either group. RARP performed in an ASC demonstrated outcomes comparable to those performed in a hospital. These findings are consistent with published evidence that outpatient RARP are safe and cost-effective, supporting reconsideration of current CMS reimbursement policies that restrict access to ambulatory surgical care for prostate cancer."
cancer,"Tumor-associated extracellular matrix (ECM) remodeling provides a supportive microenvironment for aberrant cellular behaviors and fate, resulting in tumor progression. Concurrently, reprogrammed lipid metabolism, characterized by dysregulated de novo lipogenesis, fatty acid oxidation (FAO), and lipid peroxidation, serves as a metabolic hallmark of cancer. Emerging evidence reveals a bidirectional crosstalk between ECM remodeling and lipid metabolic rewiring, which collectively drive tumorigenesis, survival, metastasis, and drug resistance. However, the mechanistic links connecting ECM dynamics to cellular lipid metabolism remain incompletely elucidated. In this review, we dissect the mechanistic underpinnings of ECM-lipid metabolism crosstalk, focusing on biochemical and biophysical modulation. In general, ECM-lipid metabolism axis form a self-amplifying feedback circuit, wherein ECM remodeling regulates lipid anabolism and catabolism to fuel energy production, membrane biosynthesis, and signaling molecules generation, while lipid metabolites reciprocally promote ECM degradation or deposition. Targeting critical nodes within this circuit-such as ECM-derived cues (e.g., collagen) or intracellular lipid metabolism pathway (e.g., FAO)-represents a promising strategy to disrupt tumor-stroma coevolution and enhance therapeutic efficacy. Notably, this crosstalk is not static but highly dynamic, exhibiting context-dependent dual roles influenced by variables such as cell state, cancer type, tumor site, and disease stage."
cancer,"The 2024 Biennal Meeting of the International Society for Gastrointestinal Hereditary Tumors (InSiGHT) was held in Barcelona from June 19th to 22nd. The meeting featured a diverse program, including lectures, abstract presentations, flash talks, debates and poster presentations. Over 400 attendants from various countries participated. The primary focus of the program was on Lynch syndrome and polyposis syndromes. Other conditions addressed included constitutional mismatch repair deficiency (CMMRD), hereditary pancreatic cancer, hereditary gastric cancer, early-onset colorectal cancer, and familial colorectal cancer. This personal report summarizes a selection of lectures and debates, highlighting the progress made in the understanding of each hereditary cancer syndrome and its related conditions."
cancer,"BACKGROUND: Tramadol has been used for cancer pain and reported in the literature with varying relative effects compared to other analgesics. To our knowledge, there is no comprehensive systematic review documenting the efficacy/effectiveness and safety of tramadol for cancer-associated pain. The aim of this review is to report on the efficacy/effectiveness and safety of tramadol for cancer-associated pain. METHODS: Ovid MEDLINE, Embase, and Cochrane CENTRAL were searched through September 29, 2023. Articles were included if they reported on tramadol in a multi-arm comparative trial, employing either a randomized controlled trial design or an observational study design with a multivariable or propensity-score matched analysis, and reported on efficacy or safety data pertaining to tramadol. A narrative synthesis was conducted to identify common themes across trials of efficacy and safety endpoints. RESULTS: Eleven studies with 2582 patients were included. Two were cohort studies and nine were randomized controlled trials. There were 20 efficacy endpoints; tramadol was superior in 3, inferior in 4, and neither in 13. There were 80 safety endpoints; tramadol was superior in 9, inferior in 12, and neither in 59. DISCUSSION: Relative to other analgesics, tramadol is neither superior nor inferior. There may exist a different safety profile and therefore an opportunity to provide individualized patient-centered treatment strategies focused on safety and quality of life."
cancer,"OBJECTIVE: To investigate the diagnostic value of three-dimensional superb micro-vascular imaging (3D-SMI) combined with quantitative analysis of Area and VI in differentiating benign and malignant renal tumors. METHODS: A total of 256 renal lesions from 254 patients who underwent gray-scale ultrasound (Gray US), two-dimensional superb micro-vascular imaging (2D-SMI), and 3D-SMI examinations at Tianjin Medical University Cancer Institute and Hospital between January 2022 and June 2024 were retrospectively analyzed. The imaging features on Gray US, 2D-SMI and 3D-SMI were recorded. Based on 3D-SMI, Vascular Architecture were classified into five types: Type I (avascular), Type II (spotty flow), Type III (sparse flow), Type IV (encircling), and Type V (rich flow). The plane with the most abundant blood flow was selected, and the Area and VI were calculated using Image Pro Plus (IPP) software. Histopathology from surgery or biopsy served as the reference standard. The differences in Vascular Architecture, Area, and VI between benign and malignant renal tumors were compared, and their diagnostic performance was evaluated. RESULTS: Among the 256 lesions, 70 were benign and 186 were malignant. The interobserver agreement for Vascular Architecture classification was good (Kappa = 0.803), and the consistency for Area and VI was high (ICC = 0.835 and 0.864, respectively). Benign tumors Vascular Architecture were mainly type II or III, with mean Area and VI values of 945.87 +/- 568.26 (range: 68-3125) and 5.93 +/- 4.95 (range: 0.23-24.73), respectively. Malignant tumors were predominantly type IV or V, with mean Area and VI values of 3694.53 +/- 2612.38 (range: 93-9965) and 18.21 +/- 10.83 (range: 0.69-48.13), respectively. Significant differences were observed in Vascular Architecture, Area, and VI between benign and malignant lesions (all P < 0.001). The area under the ROC curve (AUC) values for 3D-SMI Vascular Architecture, Area, VI, 2D-SMI, and Gray US were 0.813, 0.807, 0.859, 0.750, and 0.718, respectively. VI demonstrated the highest diagnostic performance, with a cutoff value of 8.19 (sensitivity: 82.26%; specificity: 85.51%). Among benign subtypes, there were no significant differences in Vascular Architecture or Area (P > 0.05), while the VI of oncocytoma was significantly higher than epithelioid angiomyolipoma (EMAL), metanephric adenomas (MA), and angiomyolipoma (AML)(P < 0.01). Among malignant subtypes, clear cell renal cell carcinoma (ccRCC) showed distinct Vascular Architecture compared with papillary renal cell carcinoma(pRCC), chromophobe renal cell carcinoma(chRCC), and Xp11.2 translocation/TFE3 fusion-associated renal cell carcinoma(tRCC) (P < 0.01). The Area and VI of ccRCC were significantly higher than those of pRCC and chRCC (P < 0.05), but not significantly different from tRCC (P > 0.05). CONCLUSION: 3D-SMI provides three-dimensional visualization of Vascular Architecture. Quantitative analysis of the most vascularized plane using Area and VI differentiation between benign and malignant renal tumors, with VI demonstrating the best diagnostic efficacy. This technique offers a non-invasive diagnostic approach for renal tumors."
cancer,"BACKGROUND: Thyroid cancer is now the most commonly diagnosed endocrine malignancy over the past decade, with its incidence having risen sharply. Due to its asymptomatic presentation and poor prognosis when detected at advanced stages, early diagnosis of papillary thyroid cancer (PTC) remains a challenge, even with recent medical advancements. Fortunately, serum-based miRNA testing offers a safe, minimally invasive, and repeatable diagnostic tool. Among promising miRNAs, miRNA-155 has emerged as a potential biomarker for diagnosis and prognosis and, miRNA-429 appears to be more variable and cancer-type specific. OBJECTIVE: This study aimed to assess the expression levels of miRNA-155 and miRNA-429 and to evaluate their correlation with patient prognosis in thyroid cancer. SUBJECTS AND METHODS: The study cohort comprised 37 patients with benign thyroid tumors, 37 patients with thyroid cancer, and 74 healthy, age- and sex-matched controls. Plasma samples were collected from all participants, and the expression levels of miRNA-155 and miRNA-429 were quantified using quantitative real-time polymerase chain reaction (qPCR). RESULTS: miR-155 expression was significantly upregulated in both benign and malignant thyroid tumors compared to controls (p < 0.001), whereas miR-429 expression was markedly downregulated in both tumor groups relative to controls (p < 0.001). Additionally, miR-155 expression shows weak positive correlation with lymph node involvement in patients with thyroid cancer. CONCLUSION: miR-155 appears to be a promising minimally invasive biomarker for thyroid malignancy, while miR-429 cannot reliably distinguish malignant from non-malignant lesions; further studies are needed to validate these findings."
